skill,job_count,demand_pct,uni_count,supply_pct,normalized_demand,normalized_supply,gap_score
crash resolution,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
cpq,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
cpaas,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
cortex xdr,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
conveyor tracking,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
conveyor systems,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
control systems,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
fifo,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
exploitation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
firewall management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
interactive debugging,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
iso/iec15288,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
iso 14971,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
iso 13485,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
iot,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ios internals,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
io-link,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ada,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
inventory management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
agile @ scale,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
agvs,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
integration,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
image optimization,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
installation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
infrastructure management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
infrastructure as code,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ai,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
aidc,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
industrial communications,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
industrial automation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
incident response,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
firewalls,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
implementation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
it operations center management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
it project management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
itil foundation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
itsm,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
logic and computation,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
a-training ordering,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
log analysis,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
llms,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
linux os,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
6-axis robots,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
lean methods,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
a/b testing,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
access control,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
lazy load,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
kpi reporting,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ad,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
kotlin multiplatform,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
kotlin,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
knowledge management systems,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
kmp,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
key management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
kanban,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
jtag,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
jcac,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
jbs,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
air traffic management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
codeql,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
im8 ict security standards,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
gitleaks,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
antivirus,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
grem,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
algorithmic analysis,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
grand central dispatch,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
gpo,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
gpen,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
apache thrift,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
api,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
go,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
gitlab,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ha/dr,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
ghidra,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
gdb,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
api design,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
funnel analysis,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
freshdesk,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
fpga,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
fodm,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
fmr analysis,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
flysmart+,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
angularjs,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
aodb,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
honeypot,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
hardware security module,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
iam,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
analytics management,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
hsm,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
harbor,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
high-load systems,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
high-load environments,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
hardware testing,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
idea system,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
android,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
amrs,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
hardware reverse engineering,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
hardware development,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
iec 62304,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
android os,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
hardware design,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
angular,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
icao,1.0,0.0184569952011812,0.0,0.0,1.2499999999999973,0.0,1.2499999999999973
functional programming,2.0,0.0369139904023624,1.0,14.285714285714285,2.4999999999999947,1.6666666666666665,0.8333333333333282
networks,2.0,0.0369139904023624,1.0,14.285714285714285,2.4999999999999947,1.6666666666666665,0.8333333333333282
natural language processing,1.0,0.0184569952011812,1.0,14.285714285714285,1.2499999999999973,1.6666666666666665,-0.4166666666666692
data science,1.0,0.0184569952011812,1.0,14.285714285714285,1.2499999999999973,1.6666666666666665,-0.4166666666666692
computer vision,1.0,0.0184569952011812,1.0,14.285714285714285,1.2499999999999973,1.6666666666666665,-0.4166666666666692
concurrency,1.0,0.0184569952011812,1.0,14.285714285714285,1.2499999999999973,1.6666666666666665,-0.4166666666666692
distributed systems,2.0,0.0369139904023624,2.0,28.57142857142857,2.4999999999999947,3.333333333333333,-0.8333333333333384
technology,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
symbolic reasoning,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
automated program verification,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
statistics,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
category theory,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
storage,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
design and analysis of algorithms,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
programme design,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
privacy,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
distributed computing,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
programming methodology,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
internet,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
communication technology,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
program analysis,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
processor architecture,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
problem-solving,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
engineering,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
information systems,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
probability,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
probabilistic reasoning,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
financial engineering,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
digital ethics,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
perception,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
nanotechnologies,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
parallel computer architecture,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
graphics,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
optimization,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
operations research,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
operating systems,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
operating system design,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
hardware technologies,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
human-computer interaction,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
neural computation,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
discrete structures,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
network technology,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
imperative computation,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
matrix theory,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
compiler design,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
complexity theory,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
computability,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
computational biology,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
sound,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
computational engineering,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
computational science,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
software technologies,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
logic,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
software foundations,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
mathematical reasoning,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
computer music,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
deep learning,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
computer organisation,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
mechanized reasoning,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
multimedia information retrieval,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
computer systems,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
constructive logic,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
sequential computing,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
data privacy,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
robot kinematics,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
robot dynamics,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
internet policy,0.0,0.0,1.0,14.285714285714285,0.0,1.6666666666666665,-1.6666666666666665
calculus,1.0,0.0184569952011812,2.0,28.57142857142857,1.2499999999999973,3.333333333333333,-2.0833333333333357
machine learning,2.0,0.0369139904023624,3.0,42.857142857142854,2.4999999999999947,5.0,-2.5000000000000053
collective intelligence,0.0,0.0,2.0,28.57142857142857,0.0,3.333333333333333,-3.333333333333333
parallel computing,0.0,0.0,2.0,28.57142857142857,0.0,3.333333333333333,-3.333333333333333
programming languages,0.0,0.0,2.0,28.57142857142857,0.0,3.333333333333333,-3.333333333333333
database systems,0.0,0.0,2.0,28.57142857142857,0.0,3.333333333333333,-3.333333333333333
computer security,0.0,0.0,2.0,28.57142857142857,0.0,3.333333333333333,-3.333333333333333
computer graphics,0.0,0.0,2.0,28.57142857142857,0.0,3.333333333333333,-3.333333333333333
computer engineering,0.0,0.0,2.0,28.57142857142857,0.0,3.333333333333333,-3.333333333333333
linear algebra,0.0,0.0,2.0,28.57142857142857,0.0,3.333333333333333,-3.333333333333333
artificial intelligence,2.0,0.0369139904023624,4.0,57.14285714285714,2.4999999999999947,6.666666666666666,-4.166666666666671
software engineering,2.0,0.0369139904023624,4.0,57.14285714285714,2.4999999999999947,6.666666666666666,-4.166666666666671
computer science,0.0,0.0,6.0,85.71428571428571,0.0,10.0,-10.0
